id,Medicine Name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class,Condition,User,Date,Rating,Content,reference,food_interactions__001,food_interactions__002,food_interactions__003,food_interactions__004,food_interactions__005,food_interactions__006,food_interactions__007,food_interactions__008,Substitute
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Anonymous,15-Feb-11,8,"Prozac (fluoxetine)""I took Prozac when I was about 20 years old, and I felt a complete depression lift. My Mom and Sister benefited from it for treatment of depression as well. I'm 30 now and currently back to battling anxiety and depression. I'm reading a book called Learned Optimism, and I'm working on changing my ""explanatory style"" from pessimistic to optimistic. Your explanatory style, (how to perceive and deal with stressors in your life) and be a number 1 contributing factor for depression and other mental health issues. I'm debating starting Prozac again, or just wait for the depression to lift on it's own as my own thought process changes from negative to positive. I'm just ready for the depression to leave now.""",,,,,,,,,,
,Amlodipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,TMT,18-Feb-17,10,"""Hello everyone! I am now 35 years old, and it has almost been seven years since I started taking Amlodipine Besylate. I am still on the same dose of  5mgs daily since 2011. My BP is 125/72, but I have put on 60 lbs in the last two years. I do suffer from Graves Disease of the Thyroid. This is  not related to the medication. The point is, when I got down to 114 lbs, I actually stopped taking Amlodipine; my bp was normal. The weight loss was due to Graves Disease ( Hyperthyroidism). Then I had radiation treatment, gained weight now my bp is elevated again. I now started taking Amlodipine Besylate again, same dose since 2011. The only side effect I noticed is it makes me somewhat hypervigilant, but nothing to be concerned about.""",,,,,,,,,,"Losartan, Atenolol"
,Diclofenac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Period Pain,tinta,10-May-15,9,"""I use this drug for my period pains though it makes my first day quite heavy it relieves me of all period pain I feel normal the same as any other non menstrating day. And make sure to use it on first sign of ur period""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panic Disorder,i exist,20-Aug-21,1,"Zoloft (sertraline)""Personally did not have a good experience with Zoloft. Sure it works for those with milder anxieties but not really for more severe or chronic anxiety (or more panic disorder type issues). It didn't matter that my prescription was at its maximum dose it didn't help me at all, there wasn't even any side effects to show that it was working. I still panicked and still was anxious constantly and I just had to switch up the prescription to a different medication because it just didn't do anything. It's great for those with more moderate and less severe anxiety but I highly don't recommend it for those with severe anxiety and panic disorders.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sumatriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migraine,Katelyn,27-Oct-19,1,"""Instantly made my migraine Exponentially worse!!!!!""",,,,,,,,,,Rizatriptan
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Grate...,31-Dec-22,10,"""This drug works!! All of the sudden, I was in a very dark place and didn't know why I was getting these panic attacks and why I felt very depressed. Initially I thought it was all physical and wasted a few weeks diagnosing/treating the wrong thing. One day I was super down and called a good friend of mine and when I described to him what I was feeling he said it looks like depression to him since he was diagnosed with that years before me. I went the next day to my PCP, and she said looks like you need some anti-anxiety/depression meds. I initially took 25 mg only and by day 6 anxiety went down but not much improved on the depression side and that was expected but I didn't give up since the alternative was ""no hope"". Through the next 5 months I went up to 50 mg, then 100 mg, then 150 mg, and finally to 200mg which for the last 6 months seems to be working great for me. To help sleep better I was also described Hydroxyzine which worked great for me, I only take 25 mg a night. Grateful""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Losartan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,cmano,29-Sep-18,1,"""I have been taking Losartan for between 6 months and a year.  I immediately had horrible insomnia.  Doctor gave me different things to help with sleep but not much use.  I tried dividing the dose and take half in the morning and almost passed out in the grocery store, so I limited it to half in the evening only. For the past month I have had an increase in migraines to nearly every other day whereas I used to get them only a couple times a month.  Now over the past 2 weeks I have developed painful sinusitis and been prescribed antibiotics and prednizone.   Doesn't seem to be helping.  Tried going back on whole dose and was awake at 2 am and have horrible headache and my BP seems higher than ever.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalized Anxiety Disorder,Anxie...,5-Feb-20,9,"""Started this medication 3 weeks ago today! Feeling like it’s slowly starting to kick in, as suffer from health anxiety. I'm still waiting for the feel good boost but a lot of people say it takes 6-8 weeks to work. Side effects I had a few brain zaps to start with and dry mouth.  Currently having dizziness and headaches and brain fog but hoping they go away! Will leave a second review once I’m back to my normal self!""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Monroe,16-Jun-19,10,"Lexapro (escitalopram)""Woke up one day with the worst anxiety and got depressed it was horrible it lasted 3 months. My doctor told me about Lexapro and I was like hell no! But I was getting worst, lost a lot of weight felt horrible was crying all day so I decided to take lexapro 10mg. I will say it saved my life, no side effects except for sweating at night time other than that I will recommend it to anybody. It’s now been 4 months and I feel amazing. I feel like my old self I’m now in 5mg and eventually will be off of it l.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar DisorderOff-label,ano,28-Jan-09,10,"Lexapro (escitalopram)""Very helpful to me. It made me stop the rage outburst of anger and depressive outbreaks and crying spells and controls my eating habits. Now I eat healthy and eat to live not what's eating me.""",,,,,,,,,,
,Clopidogrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platelet Aggregation Inhibition,DrAlaa,8-May-18,9,"Plavix (clopidogrel)""I used this drug as substitute for birlique which induce very dangerous side affictes""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Major Depressive Disorder,James...,9-Aug-17,10,"Zoloft (sertraline)""I was skeptical about anti-depressants for a long time and decided to take them only as a last resort. I've been on 200mg of Zoloft for about 6 months now and the results are fantastic. I've had a tremendous improvement in mood, energy, and all around motivation to get up in the morning. I have also had zero side effects. Unless something changes I will continue to take this medication and recommend it to others as well.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Dannie,7-Apr-16,No rating available,"Lexapro (escitalopram)""I have been on 10mg valuim for 10 years. I started lexpro today. I am already feeling nauseous and feel my anxiety increasing. After reading these reviews I am willing to give a shot in really hope it works. Thanks for the reviews.""",,,,,,,,,,
,Levothyroxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hypothyroidism, After Thyroid Removal",Angel,27-Jul-20,1,"Euthyrox (levothyroxine)""I have taken levothyroxine for years, usually Sandoz. My pharmacist changed my script to Euthyrox 2 months ago. I noticed the last 2 weeks my head is in a fog, want to sleep more than usual. I’m very disappointed and will talk to my dr about this.""",,,,,,,,,,Liothyronine
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,Sleepy,30-Mar-17,1,"""I took this for 3 days and felt like a zombie.Doctor gave me this to help me focus for school rather than a narcotic. Needless to say it didn't help I feel like complete garbage. I have had a headache no appetite, insomnia, and hot flashes this stuff is awful! Im just going to be non focused rather than try and find something this isn't worth it!""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post Traumatic Stress Disorder,Windy,9-Nov-19,10,"Zoloft (sertraline)""I was diagnosed with PTSD 8 years ago. It has been a journey figuring out what works and what does not. You hope there is one answer to fix the torment you know as life. There is hope because there is an answer, it takes a bit of searching to find your personal “recipe”. 

I tried Zoloft and was on it for a year, I had some side effects. Looking back I had made many friends, I was traveling, working out, I was in shape, eating healthy and hiking. It was the best time of my life and I didn’t know why.

I met my husband and just had our third child 3 weeks ago and have been back on Zoloft for 3 weeks. All my fear and anxiety is considerably less, I’m more talkative, patient and am less tempted to lash out. I don’t feel as happy or as sad it puts me in the middle. 

I am also starting EMDR (Eye Movement Desensitization and Reprocessing) therapy soon been seeing a therapist as well. I think it’s important to note I have anxiety and Zoloft works wonders for me, it doesn’t help me with depression.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premenstrual Dysphoric Disorder,pmdds...,19-Dec-17,9,"""I suffered from PMDD for years before I knew it was a real thing. Finally went to the Dr 2 yrs ago, she diagnosed me & prescribed sertraline. I thought this was something I would have to endure for the rest of my life in anguish & hopelessness because people don't understand it (I barely understand it but I certainly feel it) but this medicine has helped TREMENDOUSLY! I was told to take it 2 wks/month but that many times is not necessary as my dosage is strong enough to lift my mood & quiet my anxiety & suicidal thoughts for the duration of the 2 weeks. I do experience headache, nausea, and a touch of sleeplessness BUT it really helps. Thank you GOD for this discovery, I feel like I can live.  *happy tears*""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Jump,11-Nov-19,1,"Lexapro (escitalopram)""I have been on other SSRIs which were ineffective, however I found Lexapro to be intolerable.  Other SSRIs had their minor side effects for the first couple of weeks such as strange dreams, nausea, etc., however, Lexapro wreaked havoc on me from day 1.  Just 4 hours after taking my first 10mg dose (at 8am), I wanted to vomit, was very dizzy and felt confused and disoriented.  I also had an extremely dry mouth.  By 5pm that evening my anxiety had gotten 10 times worse, and I suffered the absolutely WORST panic attack I have ever had in my life.  My panic was so bad I briefly passed out.   Everyone reacts differently to different drugs, so this is just my experience.  However, I personally find this to be the worst SSRI in terms of side effects, which are intolerable.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Jenny,16-Oct-16,9,"""Lexapro has saved my life. I've been so terrified to take anything for 3 years. My anxiety/panic was almost constant. I got to the point where I was convinced I was gonna be admitted to a mental Institute it was bad. I feared that taking it would make me crazy (esp reading some other reviews) but I got so bad I figured it couldn't get much worse.I feel so much better. If you're like me and afraid to take anything,give it a try.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Hells,11-Jan-19,10,"""I am in week 7 on sertraline 50mg and find this is perfect for me. I’d lost interest in activities, distanced myself from friends over the years, moody, irritable and angry at the slightest thing, abdominal pain and fatigue for no reason. I was very apprehensive about taking anti depressants so I’d tried exercise, healthy eating, yoga etc, but always ended back up with the same feelings. I’ve persisted with this medication and have found it to be brilliant. The first 2-3 weeks were terrible. Brain zaps, headaches, nausea, zoning out. But this week I have felt very relaxed and like a fog has lifted. It’s not a miracle pill, else everyone would take it, but it’s certainly helping alleviate tiredness, interest in my usual activities and a lot more clear outlook on life. I take it early morning with breakfast at the same time and have a nap as and when required until I no longer need to as this can make you feel a bit sleepy. Just go with it. It will be worth it.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalized Anxiety DisorderOff-label,NZKiwi,1-Jan-23,8,"""I’m a 52 year old mum of 3 who was prescribed sertraline 50mg 4 months ago after Citalopram was ineffective.  I was diagnosed with Anxiety Disorder and PTSD after living with our mentally unwell oldest daughter (who has struggled with  BPD, OCD and alcoholism).  I had had panic attacks 7 years prior to this and had taken Citalopram and had 6 months of CBT which were very effective.
I am now in a good place however, the first 2-3months were rough to say the least.  My panic increased significantly and depression ensued, I had zero appetite for a month, I was physically shaky and had a few episodes of dissociation.  I went back to my Dr twice who offered to switch me to escitalopram.  Having read and reread countless reviews I decided I would give it 3 months.  I am now on 75mg and finally feel normal again.  I still have the odd wobble but want to reassure others who are experiencing the awful side affects - stick with it - it does work - it took nearly 4 months for me.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar DisorderOff-label,SJano,8-Dec-19,9,"""I have bipolar and I started Sertraline 25mg first week moving up to 50mg week two. I’m currently on day 6 of taking it and I feel fantastic. But scary enough I feel exactly like I do when I’m in my manic phases but with more impulse control if that makes sense. I have had little to no negative thoughts. I wake up feeling okay. I am able to fall asleep without the voices in my head overpowering me. I feel good. I haven’t experienced any of the side effects I was warned about. I’ll update again once I get on my full dosage.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalized Anxiety Disorder,Anonymous,4-Jan-21,9,"""I've been on Lexapro for 3 months. I'm in therapy too. 

Lexapro stabilized my moods enough that I can more effectively use my skills from therapy. This also helps with maintaining other helpful lifestyle habits (eating regularly, sleeping enough, etc.). Lexapro by itself isn't a miracle, but it's a component of maintaining a healthy lifestyle for me. I started noticing substantial mood improvements after 3-4~ weeks. 

I experienced 2 side effects: a slight increase in nausea and headaches. There was a lot of nausea for the first 1-2 weeks, but then it was much less common. Both effects disappeared after about 4-6 weeks. (I also want to note I'm prone to nausea in general.)

If I miss doses...I start feeling a little foggy and angsty after 48~ hours then slightly irritable after 60~ hours. I wouldn't recommend missing doses, but it's nice knowing it won't make me crash.

Everyone's experience is different, but I'm happy with Lexapro and will continue to take this medication.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Anxiety Disorder,Anonymous,5-Sep-20,6,"""I’m 35 and just over a year ago I suffered my first panic attack caused by work stress and constant worrying that my life had hit a wall and I had no purpose. I was prescribed 50mg of sertraline and the first 2-3 weeks were hard with no warning from my doctor. Side effects inc. headaches, lack of appetite, increased anxiety & suicidal thoughts. Once the side effects ended I felt a lot better and I would recommend anyone who needs the help of antidepressants to stick with the drug and side effects. I’ve now been using the drug for over a year. I don’t feel great or my old self but I don’t have panic attacks or get anxious and I don’t worry about my where my life is heading. I’m currently suffering from bad tinnitus and considering tapering off sertraline to see if it helps reduce the tinnitus and opting for a more natural way to improve my wellbeing and mental health. Good luck to anyone who is prescribed sertraline, I can be a miracle drug for some but not for everyone.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Metformin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polycystic Ovary SyndromeOff-label,33yro...,25-Jul-12,8,"""I was misdiagnosed with depression/anxiety.  Stopped menstruating in 2000 after taking the birth control shot. Gained 80lbs I can't shed.  Started taking metformin after doctor connected the symptoms I had with my 4 miscarriages, and that I had to take fertility drugs to have the 2 children I have. I felt immediately better. Still have a hard time trying to shed the weight, but I feel like awful when I don't take this medicine.""",,,,,,,,,,"Glimepiride, Sitagliptin"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Major Depressive Disorder,LMGale,5-Dec-14,10,"Zoloft (sertraline)""I'm very surprised at what this medication has done for me. I have been prescribed an SSRI multiple times but never took one because I was convinced my feelings of guilt and anxiety were appropriate reactions to my failures in life. I have lived a bohemian life chasing contentment and self respect. In a new relationship and questioned by my partner about my inconsolable sense of unhappiness, I realized I needed to try something other than running away so in a last ditch move, signed up for a depression study that has given me 6 mos of Zoloft medication. I have clarity now I haven't experienced in a decade, it is wonderful and sobering because I realize now how serious chemical depression is. Don't self medicate, it's OK to get help!""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Ibuprofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Period Pain,haplitz,8-Feb-20,10,"""800 mg ibuprofen, AN ACTUAL LIFESAVER for my period pain. I have detrimental pain each time my period comes, to the point where it arouses fear in me. Ibuprofen really helps, takes minutes for relief. I'm extremely dependent though and usually take 1 or 2 a day, for the first 4 days of my period.""",,,,,,,,,,Diclofenac
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Anonymous,12-Nov-09,1,"Prozac (fluoxetine)""I took it for at least half a year but it really did nothing for me.""",,,,,,,,,,
,Nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,Jayne,7-Sep-22,8,"""Given the large number of negative reviews, I wanted to share my positive experience in beating a UTI with nitofurantoin.

I was taking it twice daily for a week, and on my first dose I had painful left side abdominal cramps, weakness, and chest pains that kept me up nearly all night. I read the reviews here after the pain started, and I almost didn't continue taking this medication because of the horror stories.

However, in the morning I noticed that my symptoms of urinary frequency and pain were already reduced from just the one dose. So I decided to continue on, and I'm glad I did! I had no side effects aside from discolored urine after the first night. I suppose the first dose pain was just my body getting used to it!

By my third dose I had no UTI symptoms, and by the end of treatment it was gone entirely. Success!""",,,,,,,,,,Ciprofloxacin
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obsessive Compulsive Disorder,jackman,27-Oct-14,8,"Zoloft (sertraline)""My obsessive compulsive disorder is lifted and is relieved almost immediately best pill ever!""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Ciprofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,Anonymous,24-Nov-14,10,"Cipro (ciprofloxacin)""This medicine is amazing. I have taken this for three different urinary tract infections and it has cured them in only one day, seriously. I give it a rating of 11.""",,,,,,,,,,
,Omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gastritis/DuodenitisOff-label,StAlb...,10-Jul-21,5,"""I am having really strong side effects with these meds.   I am not sure if they occur in the first few days. I can't take them during a working day as I get too tired. 
I have felt slight relief after taking them.  I have chronic gastritis.""",,,,,,,,,,Pantoprazole
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar DisorderOff-label,Anonymous,28-Oct-10,9,"Lexapro (escitalopram)""Lexapro has helped me in a lot of ways. Maybe because I paired it with a mood stabilizer... I don't know. I feel numb a lot of the time but I have found that I am more calm and respond better than I used to, in certain situations I couldn't face before. It has also controlled my appetite and I don't feel like stuffing my face, all the time, like I used to. My only complaint, it makes it hard to sleep, sometimes, and I am very addicted to it. If I go over 24 hours without taking it, my skin starts to crawl and my mind starts to race. 


But, hey, being on Lexapro is the only thing that works for my bipolar disorder. And those who have bipolar disorder, like me, know what living with it is like. Pretty awful.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalized Anxiety DisorderOff-label,Yes,15-Apr-19,1,"""I started taking sertraline at 14 years old. I had previously taken fluoxetine which was not helping me.
It was, around 3 days after taking it, really ill. I couldn't physically stand the thought of food and couldn't stay awake. I was falling asleep at school, I had never done this before. I tried taking the medication before I went to bed but it did not help.
As it progressed the small amounts of food I could eat I would end up throwing up. I would go to school, go home and sleep until I struggled to get out of bed 5 minutes before I had to get in the car.
I noticed the biggest difference in the half term, where I could not even getup to brush my teeth without feeling dizzy and like I was going to pass out. I was at 6 stone. In hindsight, I should have gone to A&E. Because of my anxiety I didn't want to call my doctor so I took it upon myself to stop taking it (WHICH IS A BAD MOVE, ALWAYS SEEK MEDICAL ADVISE). About 5 days after I stopped taking it I was completely back to normal""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and Stress,Flet,2-Oct-17,10,"""This medication a gift from the gods I take 40mg a day. It is truly a magic pill""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Omi...,24-Dec-21,9,"""I had anxiety and depression. Doctor started it with 20mg and taken for 1 year. Then reduced to 10 mg for another 1 year. Now I am on 5 mg like a month. This is game changing medicine at starting levels and works well with little side effects at starting and then they go away. One should be positive in mind while taking this medicine and go out for walk in park or public places.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,StopS...,9-May-19,8,"""Started on escitalopram 5mg for 10 days and then went up to 10mg. So far I have had no negative side effects. It really helps take the edge off day-to-day life. I was easily worked up and would panic over the smallest of things. I'm starting to feel normal again thanks to this medication combined with therapy. I also would suffer from sexual anxiety but these help me relax and enjoy myself. Would recommend if you need help staying calm.
Early days but so far so good.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panic Disorder,calabsv,18-Oct-14,9,"""I'm in New Zealand and thankfully medication is fully covered here. In Feb I had my first panic attack and the next day it became a daily things, just waiting for the next one and horrible anxiety all the time. I sought help right away, as I was very sacred off the possible side effects of SSRIs I opted to try alternative options including Buspar, none of which really worked. Finally I decided to go on sertraline. I started very low on 25 mg Building to 100mg over 3 months. I have to say it's the best decision I ever made, side effects were minimal, just higher anxiety with dose increases but once I knew to expect it it was not so scary. I also have had no sexual side effects. This medicine has made life livable again, if you need it take.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Anonymous,19-Apr-13,No rating available,"Zoloft (sertraline)""I have been on Zoloft 100MG for the last 3 years. It has been a life saver for me. Before Zoloft everyone kept telling me I was depressed and experiencing anxiety. I didn't believe them. I thought that was just me. Then at my doctors strong recommendation I started with the Zoloft. It did make me tired at first but I continued to take it and am so glad I did. I no longer have crying spells or lay in bed not wanting to get up. I no longer freak out(as my kids would say) or obsess about small things that really didn't matter. I no longer have a short fuse. I am calm, relaxed, nice, and very happy. I cannot imagine my life without Zoloft. Zoloft has made me a much better mom and person.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panic Disorder,THSL,30-Sep-19,8,"""Keep a daily journal for the side effects. Because you will have some. First two weeks are unpleasant (I almost quit the meds).
Time will fly by and sooner or later you’ll look back and think “when was the last time I was sad?”.

Paired with bi-weekly counseling and 3 / 4 days per week of going to the gym, I can say I am finally happier and living my best.

If anyone is concerned my top side effects were Tremors in hands and jaw. Insomnia and vivid dreams. It gets easier I swear on my life. Enjoy the freedom this medication brings you! I certainly am.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Metal...,15-Oct-18,9,"Lexapro (escitalopram)""Wonderful drug for depression, but not so much for OCD...""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Anonymous,20-Oct-11,10,"Lexapro (escitalopram)""The sun came out when I started taking this medicine. I started singing in my car, striking up conversations with strangers and being a better mom. It changed my life!""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,inxs,6-Aug-17,1,"""Doc experimented by moving me up onto escitalopram from citalopram I couldn't stay awake, like a deep sleep drug and I had to work back then. Moved me back to cipramil.""",,,,,,,,,,
,Ibuprofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gout, Acute",Bill...,29-Jun-18,10,"""Ibuprofen has been my first line of treatment for gout attacks for 30 years and always works quick and fast.  If I take Ibuprofen during the week for normal aches and pains it also seems to prevents attacks.  Every time a doctor has instructed to me stop taking ibuprofen before or after a procedure I wind up having a gout attack.  If I can't take the ibuprofen or any other NSAID then I have used Colchicine, it works but I get serious nausea and diarrhea after one day.  I get quick and complete relief from methylprednisolone steroid pack.""",,,,,,,,,,Diclofenac
,Rizatriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migraine,PamMc...,16-May-21,9,"""I have had headaches for literally 4 decades. I have been an Excedrin  addict most of those years and they were the only medication that would work. No triptans worked in the past. What a relief it was to find Rizatriptan! I know that every body has different chemistry and some people have weird side effects but for me, there are none. The only thing is, sometimes it takes 2-3 doses to stop the intense pain. I also do the Aimovig injection every 28 days. Between the 2, I’m not vomiting and feeling tortured and in bed for 1-3 days and in recovery for a full day afterward. I’ve had my first week of it not stopping my headache this past week. I’m nervous about it but will not jump to any conclusions yet. I’ve been taking it for almost two years this June. HAS ANYONE EXPERIENCED WEIGHT GAIN WITH RIZATRIPTAN? I can always lose weight when I try but not this time!""",,,,,,,,,,
,Ciprofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,Ks1993,24-Dec-15,7,"""I have been having recurrent UTIs for about two years. Most recently was prescribed 500 mg Cipro twice a day for 10 days. The first few days it made me very nauseous and dizzy and it didn't matter if I took it with food or not. It's also given me bad heartburn and gas pretty much constantly. I'm on my eighth day and I've noticed some of my UTI symptoms will pop up again randomly but then go away again. Seems to be an effective med for some but I may end up having to try something else.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obsessive Compulsive Disorder,Anony...,30-Sep-21,9,"""I have been diagnosed with OCD prior to the pandemic and started taking Zoloft to aid psychotherapy sessions. Absolutely 0 side effects except delayed ejaculation the first weeks and have been on it for 2 years without any problem.

I finally feel like myself again and can focus more, enjoy life and see things how they were. 
Sometimes I still have intrusive thoughts but they do not bother me the same way anymore!""",,,,,,,,,,"Fluoxetine, Escitalopram"
